ts,mode,error_code,warning_code,G1_rpm,G1_current_a,G1_temp_c,G1_hopper_pct,G1_present,G2_rpm,G2_current_a,G2_temp_c,G2_hopper_pct,G2_present,brewL_pressure_bar,brewL_temp_c,brewL_flow_ml_s,brewL_timer_s,brewL_init_ok,brewR_pressure_bar,brewR_temp_c,brewR_flow_ml_s,brewR_timer_s,brewR_init_ok,pump_on,hyd_flow_left_ml_s,hyd_flow_right_ml_s,boiler_temp_left_c,boiler_temp_right_c,boiler_pressure_bar,milk_connected,milk_temp_c,milk_level_pct,milk_pump_on,foam_mode,steam_temp_c,steam_pressure_bar,hotwater_temp_c,hotwater_volume_ml,clean_level_pct,clean_light_barrier_ok,prod_id,prod_ml_target,prod_side,prod_stage,prod_actual_ml
2025-01-01T06:00:07.500000,IDLE,,,0.0,0.1,25.234393811584543,100.0,1,0.0,0.1,25.108574586412672,100.0,1,0.0,70.0,0.0,0.0,1,0.0,70.0,0.0,0.0,1,0,0.0,0.0,90.0,90.0,1.0,1,3.5,100.0,0,OFF,99.22556551819578,1.1043034700735463,96.0,0.0,100.0,1,,0,,,0.0
2025-01-01T06:00:08,IDLE,,,0.0,0.1,25.27876958625637,100.0,1,0.0,0.1,25.169261787269797,100.0,1,0.0,70.0,0.0,0.0,1,0.0,70.0,0.0,0.0,1,0,0.0,0.0,90.0,90.0,1.0,1,3.5,100.0,0,OFF,99.94959291489377,1.2802826318313618,96.0,0.0,100.0,1,,0,,,0.0
2025-01-01T06:00:08.500000,IDLE,,,0.0,0.1,25.3096186670078,100.0,1,0.0,0.1,25.169908194631642,100.0,1,0.0,70.0,0.0,0.0,1,0.0,70.0,0.0,0.0,1,0,0.0,0.0,90.0,90.0,1.0,1,3.5,100.0,0,OFF,100.25297692385588,1.3230429253172775,96.0,0.0,100.0,1,,0,,,0.0
2025-01-01T06:00:09,IDLE,,,0.0,0.1,25.328543885834502,100.0,1,0.0,0.1,25.236847504306063,100.0,1,0.0,70.0,0.0,0.0,1,0.0,70.0,0.0,0.0,1,0,0.0,0.0,90.0,90.0,1.0,1,3.5,100.0,0,OFF,98.16617842713718,1.265752200350018,96.0,0.0,100.0,1,,0,,,0.0
2025-01-01T06:00:09.500000,BREWING_RIGHT,,,1505.2228240942902,1.9102977948602398,25.393504857223252,99.95936265665127,1,0.0,0.1,25.25025734767094,100.0,1,0.0,70.0,0.0,0.0,1,0.0,70.0,0.0,0.0,1,0,0.0,0.0,90.0,90.0,1.0,1,3.5,100.0,0,OFF,100.24997880005822,1.3182315235793212,96.0,0.0,100.0,1,lungo,60,RIGHT,GRIND,0.0
2025-01-01T06:00:10,BREWING_RIGHT,,,1468.9037869035812,1.7574519191320437,25.515879068575085,99.93463464476656,1,0.0,0.1,25.28011988096073,100.0,1,0.0,70.0,0.0,0.0,1,0.0,70.0,0.0,0.0,1,0,0.0,0.0,90.0,90.0,1.0,1,3.5,100.0,0,OFF,99.62916785736307,1.2410613946490685,96.0,0.0,100.0,1,lungo,60,RIGHT,GRIND,0.0
2025-01-01T06:00:10.500000,BREWING_RIGHT,,,1505.8246529608825,2.290593497159867,25.590946549483284,99.91046133583714,1,0.0,0.1,25.288356636366764,100.0,1,0.0,70.0,0.0,0.0,1,0.0,70.0,0.0,0.0,1,0,0.0,0.0,90.0,90.0,1.0,1,3.5,100.0,0,OFF,98.97553953630752,1.223689622165166,96.0,0.0,100.0,1,lungo,60,RIGHT,GRIND,0.0
2025-01-01T06:00:11,BREWING_RIGHT,,,1515.6633163307934,2.001534036992738,25.656756070553016,99.8676537623348,1,0.0,0.1,25.295737276683802,100.0,1,0.0,70.0,0.0,0.0,1,0.0,70.0,0.0,0.0,1,0,0.0,0.0,90.0,90.0,1.0,1,3.5,100.0,0,OFF,99.76009983843126,1.1358178184622705,96.0,0.0,100.0,1,lungo,60,RIGHT,GRIND,0.0
2025-01-01T06:00:11.500000,BREWING_RIGHT,,,1490.3228573000395,2.1212152570443616,25.876302699998497,99.80554454352729,1,0.0,0.1,25.323463788405483,100.0,1,0.0,70.0,0.0,0.0,1,0.0,70.0,0.0,0.0,1,0,0.0,0.0,90.0,90.0,1.0,1,3.5,100.0,0,OFF,99.94788785896368,1.0464983027760766,96.0,0.0,100.0,1,lungo,60,RIGHT,GRIND,0.0
2025-01-01T06:00:12,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.11369397667933,99.75780893081622,1,0.0,0.1,25.352510208675493,100.0,1,0.0,70.0,0.0,0.0,1,0.0,70.0,0.0,0.0,1,0,0.0,0.0,90.0,90.0,1.0,1,3.5,100.0,0,OFF,99.97570176120632,1.1065057569904373,96.0,0.0,100.0,1,lungo,60,RIGHT,PREINFUSE,0.0
2025-01-01T06:00:12.500000,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.16797866111478,99.75780893081622,1,0.0,0.1,25.395068199656098,100.0,1,1.0,80.0,0.0,0.0,1,1.0,80.0,0.0,0.0,1,1,0.0,0.0,90.0,90.0,1.0,1,3.5,100.0,0,OFF,100.55372236293013,1.1272490036164209,96.0,0.0,100.0,1,lungo,60,RIGHT,PREINFUSE,0.0
2025-01-01T06:00:13,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.23006249044286,99.75780893081622,1,0.0,0.1,25.37301266777233,100.0,1,2.0,80.6,0.0,0.0,1,2.0,80.6,0.0,0.0,1,1,0.0,0.0,90.0,90.0,1.0,1,3.5,100.0,0,OFF,100.41079996566019,1.3752364500647982,96.0,0.0,100.0,1,lungo,60,RIGHT,PREINFUSE,0.0
2025-01-01T06:00:13.500000,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.220346400688943,99.75780893081622,1,0.0,0.1,25.376023735884246,100.0,1,3.0,81.19999999999999,0.0,0.0,1,3.0,81.19999999999999,0.0,0.0,1,1,0.0,0.0,90.0,90.0,1.0,1,3.5,100.0,0,OFF,100.06975595556135,1.159721947670704,96.0,0.0,100.0,1,lungo,60,RIGHT,PREINFUSE,0.0
2025-01-01T06:00:14,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.19382649775696,99.75780893081622,1,0.0,0.1,25.398080625128426,100.0,1,4.0,81.79999999999998,0.0,0.0,1,4.0,81.79999999999998,0.0,0.0,1,1,0.0,0.0,90.0,90.0,1.0,1,3.5,100.0,0,OFF,99.25638740039173,1.2378873944508144,96.0,0.0,100.0,1,lungo,60,RIGHT,PREINFUSE,0.0
2025-01-01T06:00:14.500000,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.186243770729945,99.75780893081622,1,0.0,0.1,25.464578657278953,100.0,1,5.0,82.39999999999998,0.0,0.0,1,5.0,82.39999999999998,0.0,0.0,1,1,0.0,0.0,90.0,90.0,1.0,1,3.5,100.0,0,OFF,99.45172269536464,1.1742350787035458,96.0,0.0,100.0,1,lungo,60,RIGHT,PREINFUSE,0.0
2025-01-01T06:00:15,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.230649287251033,99.75780893081622,1,0.0,0.1,25.447652727785933,100.0,1,6.0,82.99999999999997,0.0,0.0,1,6.0,82.99999999999997,0.0,0.0,1,1,0.0,0.0,90.0,90.0,1.0,1,3.5,100.0,0,OFF,100.15922195422289,1.3045714203425942,96.0,0.0,100.0,1,lungo,60,RIGHT,EXTRACT,0.0
2025-01-01T06:00:15.500000,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.21354076592469,99.75780893081622,1,0.0,0.1,25.428039029393403,100.0,1,6.0,82.99999999999997,0.0,0.0,1,9.073853543412921,92.31185935309811,1.958877514815816,0.5,1,1,0.0,1.958877514815816,90.0,90.0,1.278182287177731,1,3.5,100.0,0,OFF,100.36535909593182,1.2237587738586548,96.0,0.0,100.0,1,lungo,60,RIGHT,EXTRACT,0.979438757407908
2025-01-01T06:00:16,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.242332940123653,99.75780893081622,1,0.0,0.1,25.42660848685261,100.0,1,6.0,82.99999999999997,0.0,0.0,1,9.13857928379879,91.18397033410581,2.237573927551882,1.0,1,1,0.0,2.237573927551882,90.0,90.0,1.2232253697161004,1,3.5,100.0,0,OFF,101.30604215780133,1.237906633672943,96.0,0.0,100.0,1,lungo,60,RIGHT,EXTRACT,2.098225721183849
2025-01-01T06:00:16.500000,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.297090807493873,99.75780893081622,1,0.0,0.1,25.42198801730206,100.0,1,6.0,82.99999999999997,0.0,0.0,1,9.262621443453533,90.83038199572721,2.021304475419603,1.5,1,1,0.0,2.021304475419603,90.0,90.0,1.2787084603742451,1,3.5,100.0,0,OFF,100.67436329047102,1.2330224741549198,96.0,0.0,100.0,1,lungo,60,RIGHT,EXTRACT,3.1088779588936504
2025-01-01T06:00:17,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.290405374605108,99.75780893081622,1,0.0,0.1,25.417513708753095,100.0,1,6.0,82.99999999999997,0.0,0.0,1,9.758717193061578,91.70553426079655,2.323309023999174,2.0,1,1,0.0,2.323309023999174,90.0,90.0,1.124626383564251,1,3.5,100.0,0,OFF,99.94602880341013,1.2272921579853315,96.0,0.0,100.0,1,lungo,60,RIGHT,EXTRACT,4.2705324708932375
2025-01-01T06:00:17.500000,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.30246566960797,99.75780893081622,1,0.0,0.1,25.519118783750784,100.0,1,6.0,82.99999999999997,0.0,0.0,1,9.33087329961441,92.0156022702535,2.241503619899503,2.5,1,1,0.0,2.241503619899503,90.0,90.0,1.3453534077157316,1,3.5,100.0,0,OFF,100.4379671434355,1.1314273954866974,96.0,0.0,100.0,1,lungo,60,RIGHT,EXTRACT,5.391284280842989
2025-01-01T06:00:18,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.336662798345174,99.75780893081622,1,0.0,0.1,25.536933916371076,100.0,1,6.0,82.99999999999997,0.0,0.0,1,9.192988966097275,91.73184465760897,2.0393661252908335,3.0,1,1,0.0,2.0393661252908335,90.0,90.0,1.2714000494092093,1,3.5,100.0,0,OFF,99.40724439735212,1.0788122220251308,96.0,0.0,100.0,1,lungo,60,RIGHT,EXTRACT,6.410967343488405
2025-01-01T06:00:18.500000,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.36185822612071,99.75780893081622,1,0.0,0.1,25.568493437762942,100.0,1,6.0,82.99999999999997,0.0,0.0,1,9.34255951772939,92.25691249295625,2.133022757189947,3.5,1,1,0.0,2.133022757189947,90.0,90.0,1.075426122128801,1,3.5,100.0,0,OFF,99.38129979465921,1.2122980084756423,96.0,0.0,100.0,1,lungo,60,RIGHT,EXTRACT,7.4774787220833785
2025-01-01T06:00:19,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.414349763415967,99.75780893081622,1,0.0,0.1,25.62010749932399,100.0,1,6.0,82.99999999999997,0.0,0.0,1,8.54281188086775,92.42934483241794,2.2087313077669,4.0,1,1,0.0,2.2087313077669,90.0,90.0,1.2560784526368234,1,3.5,100.0,0,OFF,99.03563144243003,1.1249739968067902,96.0,0.0,100.0,1,lungo,60,RIGHT,EXTRACT,8.581844375966828
2025-01-01T06:00:19.500000,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.451476478736762,99.75780893081622,1,0.0,0.1,25.674174468529408,100.0,1,6.0,82.99999999999997,0.0,0.0,1,9.205514380364884,92.61805722356726,2.2772552900812992,4.5,1,1,0.0,2.2772552900812992,90.0,90.0,1.5852731490654721,1,3.5,100.0,0,OFF,100.66780123444524,1.2521113001044637,96.0,0.0,100.0,1,lungo,60,RIGHT,EXTRACT,9.720472021007478
2025-01-01T06:00:20,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.456915572301888,99.75780893081622,1,0.0,0.1,25.696630692710997,100.0,1,6.0,82.99999999999997,0.0,0.0,1,9.303587688197307,91.07260974255492,2.1527096133039483,5.0,1,1,0.0,2.1527096133039483,90.0,90.0,1.1763181393259992,1,3.5,100.0,0,OFF,101.62026099667146,1.0506187845926602,96.0,0.0,100.0,1,lungo,60,RIGHT,EXTRACT,10.796826827659451
2025-01-01T06:00:20.500000,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.478843972874753,99.75780893081622,1,0.0,0.1,25.68429834937312,100.0,1,6.0,82.99999999999997,0.0,0.0,1,8.35491365152414,91.43368176105268,2.3029390285561773,5.5,1,1,0.0,2.3029390285561773,90.0,90.0,1.3088950596967366,1,3.5,100.0,0,OFF,99.49928740351803,1.254367819914774,96.0,0.0,100.0,1,lungo,60,RIGHT,EXTRACT,11.94829634193754
2025-01-01T06:00:21,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.563162295554513,99.75780893081622,1,0.0,0.1,25.72331592004266,100.0,1,6.0,82.99999999999997,0.0,0.0,1,9.08658343583279,92.05468620788457,2.0904450052424295,6.0,1,1,0.0,2.0904450052424295,90.0,90.0,1.1348399652394183,1,3.5,100.0,0,OFF,98.58240018933968,1.2149163451815541,96.0,0.0,100.0,1,lungo,60,RIGHT,EXTRACT,12.993518844558755
2025-01-01T06:00:21.500000,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.598311913923926,99.75780893081622,1,0.0,0.1,25.769288575867762,100.0,1,6.0,82.99999999999997,0.0,0.0,1,9.34097333391849,91.04897511388076,2.100732030284742,6.5,1,1,0.0,2.100732030284742,90.0,90.0,1.1885263558533101,1,3.5,100.0,0,OFF,99.15979251506096,1.1732399011327241,96.0,0.0,100.0,1,lungo,60,RIGHT,EXTRACT,14.043884859701127
2025-01-01T06:00:22,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.580485395293874,99.75780893081622,1,0.0,0.1,25.816824434279404,100.0,1,6.0,82.99999999999997,0.0,0.0,1,8.738668306970515,94.11854508833731,2.128758203325857,7.0,1,1,0.0,2.128758203325857,90.0,90.0,1.2404981710960956,1,3.5,100.0,0,OFF,101.48550933790884,1.2825972208440917,96.0,0.0,100.0,1,lungo,60,RIGHT,EXTRACT,15.108263961364056
2025-01-01T06:00:22.500000,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.61379997813826,99.75780893081622,1,0.0,0.1,25.860063455882283,100.0,1,6.0,82.99999999999997,0.0,0.0,1,8.8063063708535,93.52029337902395,1.972094505106898,7.5,1,1,0.0,1.972094505106898,90.0,90.0,1.1292330534381219,1,3.5,100.0,0,OFF,99.35114866989534,1.1952379715150558,96.0,0.0,100.0,1,lungo,60,RIGHT,EXTRACT,16.094311213917504
2025-01-01T06:00:23,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.68277231725621,99.75780893081622,1,0.0,0.1,25.837159214543465,100.0,1,6.0,82.99999999999997,0.0,0.0,1,8.590244943466285,91.69691821832821,1.7138098989896393,8.0,1,1,0.0,1.7138098989896393,90.0,90.0,1.075221681803515,1,3.5,100.0,0,OFF,99.69196885931211,1.2104592461828874,96.0,0.0,100.0,1,lungo,60,RIGHT,EXTRACT,16.951216163412322
2025-01-01T06:00:23.500000,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.67332705772477,99.75780893081622,1,0.0,0.1,25.871022318771363,100.0,1,6.0,82.99999999999997,0.0,0.0,1,8.425655139528224,93.39579650258595,2.4161909933599173,8.5,1,1,0.0,2.4161909933599173,90.0,90.0,1.2010233061019586,1,3.5,100.0,0,OFF,100.13934178690143,1.1519826498272965,96.0,0.0,100.0,1,lungo,60,RIGHT,EXTRACT,18.159311660092282
2025-01-01T06:00:24,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.74090756220913,99.75780893081622,1,0.0,0.1,25.853887853806558,100.0,1,6.0,82.99999999999997,0.0,0.0,1,8.845874561255297,92.1362208143015,2.210470312748503,9.0,1,1,0.0,2.210470312748503,90.0,90.0,1.2662130674521046,1,3.5,100.0,0,OFF,101.49312336225938,1.0438329760381997,96.0,0.0,100.0,1,lungo,60,RIGHT,EXTRACT,19.264546816466535
2025-01-01T06:00:24.500000,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.754663894698414,99.75780893081622,1,0.0,0.1,25.859097825766792,100.0,1,6.0,82.99999999999997,0.0,0.0,1,9.235326882593831,92.33719024128204,2.1772322357446625,9.5,1,1,0.0,2.1772322357446625,90.0,90.0,1.1377300480179406,1,3.5,100.0,0,OFF,99.58744467013905,1.2679681677616819,96.0,0.0,100.0,1,lungo,60,RIGHT,EXTRACT,20.353162934338865
2025-01-01T06:00:25,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.799049758263582,99.75780893081622,1,0.0,0.1,25.8979866910245,100.0,1,6.0,82.99999999999997,0.0,0.0,1,8.722836161895739,93.0795198505199,2.253552322894757,10.0,1,1,0.0,2.253552322894757,90.0,90.0,1.230729952087661,1,3.5,100.0,0,OFF,99.41970349235454,1.1551855167842424,96.0,0.0,100.0,1,lungo,60,RIGHT,EXTRACT,21.479939095786243
2025-01-01T06:00:25.500000,BREWING_RIGHT,,,1498.409167473047,2.018069062982308,26.857379705137234,99.75780893081622,1,0.0,0.1,25.900239549359423,100.0,1,6.0,82.99999999999997,0.0,0.0,1,9.244148106173386,91.97491808724303,2.3120940407684896,10.5,1,1,0.0,2.3120940407684896,90.0,90.0,1.2117327383308782,1,3.5,100.0,0,OFF,100.38296816681903,1.1838245878052884,96.0,0.0,100.0,1,lungo,60,RIGHT,EXTRACT,22.63598611617049
2025-01-01T06:00:26,IDLE,,,1498.409167473047,2.018069062982308,26.916544069351865,99.75780893081622,1,0.0,0.1,25.920869664608407,100.0,1,6.0,82.99999999999997,0.0,0.0,1,9.439510740794876,92.99049961878563,2.1673478195159173,0.0,1,0,0.0,2.1673478195159173,90.0,90.0,1.2813509636000637,1,3.5,100.0,0,OFF,100.47736707990647,1.1751786594725235,96.0,0.0,100.0,1,,0,,,0.0
2025-01-01T06:00:26.500000,IDLE,,,1298.409167473047,1.818069062982308,26.946269059926518,99.75780893081622,1,0.0,0.1,25.936965372977376,100.0,1,6.0,82.99999999999997,0.0,0.0,1,9.439510740794876,92.99049961878563,1.6673478195159173,0.0,1,0,0.0,2.1673478195159173,90.0,90.0,1.2813509636000637,1,3.5,100.0,0,OFF,100.0678971754949,1.247612562034953,96.0,0.0,100.0,1,,0,,,0.0
2025-01-01T06:00:27,IDLE,,,1098.409167473047,1.618069062982308,26.941722439429515,99.75780893081622,1,0.0,0.1,26.01973699124794,100.0,1,6.0,82.99999999999997,0.0,0.0,1,9.439510740794876,92.99049961878563,1.1673478195159173,0.0,1,0,0.0,2.1673478195159173,90.0,90.0,1.2813509636000637,1,3.5,100.0,0,OFF,99.29578783295021,1.1028649109769815,96.0,0.0,100.0,1,,0,,,0.0
2025-01-01T06:00:27.500000,IDLE,,,898.4091674730471,1.418069062982308,26.996465765634518,99.75780893081622,1,0.0,0.1,26.063486872066825,100.0,1,6.0,82.99999999999997,0.0,0.0,1,9.439510740794876,92.99049961878563,0.6673478195159173,0.0,1,0,0.0,2.1673478195159173,90.0,90.0,1.2813509636000637,1,3.5,100.0,0,OFF,100.4368838719365,1.2502676407411424,96.0,0.0,100.0,1,,0,,,0.0
2025-01-01T06:00:28,IDLE,,,698.4091674730471,1.218069062982308,27.01609836244911,99.75780893081622,1,0.0,0.1,26.05656924092225,100.0,1,6.0,82.99999999999997,0.0,0.0,1,9.439510740794876,92.99049961878563,0.16734781951591726,0.0,1,0,0.0,2.1673478195159173,90.0,90.0,1.2813509636000637,1,3.5,100.0,0,OFF,100.05306319073561,1.145827063079031,96.0,0.0,100.0,1,,0,,,0.0
2025-01-01T06:00:28.500000,IDLE,,,498.4091674730471,1.0180690629823081,27.065351954451643,99.75780893081622,1,0.0,0.1,26.072157519477187,100.0,1,6.0,82.99999999999997,0.0,0.0,1,9.439510740794876,92.99049961878563,0.0,0.0,1,0,0.0,2.1673478195159173,90.0,90.0,1.2813509636000637,1,3.5,100.0,0,OFF,99.42215196224524,1.1742891326677605,96.0,0.0,100.0,1,,0,,,0.0
2025-01-01T06:00:29,IDLE,,,298.4091674730471,0.8180690629823082,27.09773989807991,99.75780893081622,1,0.0,0.1,26.075245782893067,100.0,1,6.0,82.99999999999997,0.0,0.0,1,9.439510740794876,92.99049961878563,0.0,0.0,1,0,0.0,2.1673478195159173,90.0,90.0,1.2813509636000637,1,3.5,100.0,0,OFF,99.4244457231035,1.219494976919353,96.0,0.0,100.0,1,,0,,,0.0
2025-01-01T06:00:29.500000,IDLE,,,98.40916747304709,0.6180690629823082,27.125088895213175,99.75780893081622,1,0.0,0.1,26.080037487631934,100.0,1,6.0,82.99999999999997,0.0,0.0,1,9.439510740794876,92.99049961878563,0.0,0.0,1,0,0.0,2.1673478195159173,90.0,90.0,1.2813509636000637,1,3.5,100.0,0,OFF,99.67027318606718,1.218563994988611,96.0,0.0,100.0,1,,0,,,0.0
2025-01-01T06:00:30,IDLE,,,0.0,0.4180690629823082,27.101646364968254,99.75780893081622,1,0.0,0.1,26.057813574400637,100.0,1,6.0,82.99999999999997,0.0,0.0,1,9.439510740794876,92.99049961878563,0.0,0.0,1,0,0.0,2.1673478195159173,90.0,90.0,1.2813509636000637,1,3.5,100.0,0,OFF,99.49708904512329,1.182924227863052,96.0,0.0,100.0,1,,0,,,0.0
2025-01-01T06:00:30.500000,IDLE,,,0.0,0.21806906298230821,27.130973591936193,99.75780893081622,1,0.0,0.1,26.122074260909123,100.0,1,6.0,82.99999999999997,0.0,0.0,1,9.439510740794876,92.99049961878563,0.0,0.0,1,0,0.0,2.1673478195159173,90.0,90.0,1.2813509636000637,1,3.5,100.0,0,OFF,100.60036173624141,1.1872049176029258,96.0,0.0,100.0,1,,0,,,0.0
